tour_id,country,region,city,location,title,slug,slug_override,video_type,themes,filmed_date_iso,filmed_year,weather_summary,temp_f,temp_c,youtube_url,map_url,latitude,longitude,distance_label,distance_miles,distance_km,duration_label,duration_seconds,description_short,description_long,landmarks,keywords,status,thumbnail_path,display_location
fr-0026,France,Alsace (Grand Est),Colmar,Christmas Market,"Colmar, France Christmas Market Evening Walk (2023)",colmar-christmas-market-evening-walk-2023,colmar-christmas-market-evening-walk-2023,evening-walk,"Christmas Markets, Historic Centers & Old Towns",2023-12-04,2023,,42,6,https://youtu.be/NMQ4Sy3e-Ec,https://www.google.com/maps/d/edit?mid=1VbWklQNfAGYODKpJHmPtOTuPM6JPqiM&usp=sharing,48.0780337,7.3559950,2.5 Miles,2.50,4.00,1:48:39,"6,519.00","An evening walk in Colmar, France.","This evening walk through Colmar’s Christmas markets follows the old town through several of the city’s main holiday squares and streets, including Place des Dominicains, Place de la Cathédrale, St Martin’s Church, Rue des Marchands, Place de l’Ancienne Douane, Place Jeanne d’Arc, Grand Rue, the gourmet market, Little Venice, the covered market, and Place du Marché aux Fruits. It captures Colmar at night, when the market lights, half-timbered buildings, and decorated streets are at their most atmospheric.","Christmas Market 1, Place des Unterlinden, Place de la Cathédrale, St Martin's Church, Rue des Marchands, Christmas Market 2, Place du 2 Février, Christmas Market 3, Grand Rue, Rue Des Tanneurs, Gourmet Market, Little Venice, Covered Market, Christmas Market 4, Christmas Market 5, Rue de l'Église, Rue des Serruriers","Colmar, Alsace (Grand Est), France, evening walk, Christmas Market, Intro and Map, Christmas Market 1, Place des Unterlinden, Place de la Cathédrale, St Martin's Church, Rue des Marchands, Christmas Market 2, Place du 2 Février",ready,,Christmas Market
fr-0027,France,Alsace (Grand Est),Colmar,Christmas Market,"Colmar, France Christmas Market Day Walk (2023)",colmar-christmas-market-day-walk-2023,colmar-christmas-market-day-walk-2023,day-walk,"Christmas Markets, Historic Centers & Old Towns",2023-12-06,2023,,42,6,https://youtu.be/kjY8okFmuZo,https://www.google.com/maps/d/edit?mid=1ThIBZmv2HMJhvMrs8Q7U5A-LjW4Mc9c&usp=sharing,48.0795206,7.3560901,2.5 Miles,2.50,4.00,2:09:07,"7,747.00","A daytime walk in Colmar, France.","This daytime walk through Colmar’s Christmas markets follows many of the same famous streets and squares as the evening version, but with a brighter daytime view of the town. The route includes Place des Unterlinden, Place des Dominicains, Place de la Cathédrale, St Martin’s Church, Rue des Marchands, Place de l’Ancienne Douane, Place Jeanne d’Arc, Grand Rue, Little Venice, the covered market, and Place du Marché aux Fruits. It is a strong overview of Colmar’s holiday market layout, architecture, and old-town atmosphere by day.","Place des Unterlinden, Place des Martyrs de la Résistance, Place des Dominicains, Place de la Cathédrale, St Martin's Church, Rue des Marchands, Place de l'Ancienne Douane, Place du 2 Février, Place Jeanne d'Arc, Grand Rue, Rue Des Tanneurs, Gourmet Market, Little Venice, Covered Market, Place des Six Montagnes noires, Place du Marché aux Fruits, Rue de l'Église, Rue des Serruriers","Colmar, Alsace (Grand Est), France, day walk, Christmas Market, Intro and Map, Place des Unterlinden, Place des Martyrs de la Résistance, Place des Dominicains, Place de la Cathédrale, St Martin's Church, Rue des Marchands, Place de l'Ancienne Douane",ready,,Christmas Market
fr-0028,France,Alsace (Grand Est),Kaysersberg,Christmas Market,"Kaysersberg, France Christmas Market 360° VR Walk (2025)",kaysersberg-christmas-market-360-tour-2025,,360-tour,"Christmas Markets, Historic Centers & Old Towns",2025-12-12,2025,,59,9,https://youtu.be/6KwYy8woxV4,https://www.google.com/maps/d/edit?mid=1K8ND8pZBMqC30PTK6N0KfAX-tmagnr4&usp=sharing,48.1383294,7.2662141,1 Mile,1.00,1.60,00:47:13,"2,833.00","A 360° tour in Kaysersberg, France.","This 360° Christmas market walk through Kaysersberg explores one of the most atmospheric holiday villages in Alsace. The route follows the town’s decorated main streets and market squares, passing Place de la Mairie, the Church of the Holy Cross, the Marché de Noël, the Constantine Fountain, the fortified bridge, Rue des Forgerons, and the medieval town gate. It is a compact but immersive holiday walk filled with festive lights, market stalls, and the storybook character of Kaysersberg’s old town.","Rue du Général de Gaullet, Place de la Mairie, Church of the Holy Cross, Marché de Noël Christmas Market, Constantine Fountain, Petit Marché de Noël Christmas Market, Christmas Street, Pont Fortifié, Rue des Forgerons, Stadttor (Medieval Town Gate)","Kaysersberg, Alsace (Grand Est), France, 360 tour, Christmas Market, Rue du Général de Gaullet, Place de la Mairie, Church of the Holy Cross, Marché de Noël Christmas Market, Constantine Fountain, Petit Marché de Noël Christmas Market, Christmas Street, Pont Fortifié",ready,,Christmas Market
fr-0029,France,Alsace (Grand Est),Kaysersberg,Christmas Market,"Kaysersberg, France Christmas Market Day Walk (2025)",kaysersberg-christmas-market-day-walk-2025,,day-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-12,2025,,49,9,https://youtu.be/nViNTHYAgXg,https://www.google.com/maps/d/edit?mid=1iJR-sQx9OKhijZ897vW39j-idI81be4&usp=sharing,48.1384664,7.2660270,1.5 Miles,1.50,2.40,1:25:09,"5,109.00","A daytime walk in Kaysersberg, France.","This daytime Christmas market walk through Kaysersberg follows the town’s decorated streets, market areas, and historic landmarks during the holiday season. The route includes Place de la Mairie, the Marché de Noël, the First French Army Memorial Cemetery, the Church of the Holy Cross, the Constantine Fountain, Rue du Collège, the old wash house on the river, the fortified bridge, Rue des Forgerons, the medieval town gate, and a nearby vineyard. It gives a wider daytime look at Kaysersberg’s Christmas market atmosphere and historic setting in Alsace.","Rue du Général de Gaullet, Place de la Mairie, Marché de Noël Christmas Market, First French Army Memorial Cemetery, Church of the Holy Cross, Constantine Fountain, Rue du Collège, Old Wash House on River, Pont Fortifié, Rue des Forgerons, Stadttor (Medieval Town Gate), Wine Vineyard","Kaysersberg, Alsace (Grand Est), France, day walk, Christmas Market, Intro and Map, Rue du Général de Gaullet, Place de la Mairie, Marché de Noël Christmas Market, First French Army Memorial Cemetery, Church of the Holy Cross, Constantine Fountain, Rue du Collège",ready,,Christmas Market
fr-0030,France,Alsace (Grand Est),Ribeauvillé,Medieval Christmas Market,"Ribeauvillé, France Medieval Christmas Market Walk (2025)",ribeauville-day-walk-2025,ribeauville-day-walk-2025,day-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-13,2025,,49,9,https://youtu.be/4AYDKWizfmY,https://www.google.com/maps/d/edit?mid=1rlK-X7U_CeOTwwyGcBx4ncEq0ZylXJQ&usp=sharing,48.1968967,7.3126985,1.5 MIles,1.50,2.40,2:18:24,"8,304.00","A daytime walk in Ribeauvillé, France.","This walk explores the Ribeauvillé Medieval Christmas Market, one of the most distinctive holiday events in Alsace. The route moves through Place de la République, Place du Bouc, the Sipp Courtyard, Place de la Sinne, Cour du Grand Bailli, Salle de la Tour des Bouchers, Place de l’Hotel de Ville, Cour de la Médiathèque, Place de la 1ère Armée, and Place Gouraud. More than a standard Christmas market walk, it emphasizes the town’s medieval setting, themed stalls, and festive performances.","Medieval Market at Place de la République, Viking Village at Place du Bouc, Sipp Courtyard, Place de la Sinne, Cour du Grand Bailli, Salle de la Tour des Bouchers, Food and Smiles at the Apple Hut, Place de l’Hotel de Ville, Cour de la Médiathèque, Place de la 1ère Armée, Place Gouraud","Ribeauvillé, Alsace (Grand Est), France, day walk, Christmas Market, Intro, Medieval Market at Place de la République, Viking Village at Place du Bouc, Sipp Courtyard, Place de la Sinne, Cour du Grand Bailli, Salle de la Tour des Bouchers, Food and Smiles at the Apple Hut",ready,,Medieval Christmas Market
fr-0031,France,Alsace (Grand Est),Ribeauvillé,Christmas Market,"Ribeauvillé, France Christmas Market 360° Walk (2025)",ribeauville-360-walk-2025,ribeauville-360-walk-2025,360-tour,"Christmas Markets, Historic Centers & Old Towns",2025-12-13,2025,,49,9,https://youtu.be/ccCz_dKYS5c,https://www.google.com/maps/d/edit?mid=139esR0cVC06yL-z3DYQiU4kgFq9tZhs&usp=sharing,48.1929864,7.3244321,1.5 Miles,1.50,2.40,1:29:35,"5,375.00","A 360° tour in Ribeauvillé, France.","This 360 VR walk through the Ribeauvillé Christmas Market captures the event’s medieval atmosphere with a more immersive point of view. Along the route are farm animals, the apple grinder, food stalls, local shops, church interiors, Place de la 1ère Armée, Salle de la Tour des Bouchers, Cour du Grand Bailli, the Sipp Courtyard, Viking-themed areas, market games, wine tasting, and the medieval market at Place de la République. It is a more interactive and experiential companion to the standard Ribeauvillé market walk.","Farm Animals, Apple Grinder, Inside Snack Shop, Place de la 1ère Armée, Going Inside a Church, Going Inside a Cheese Shop, Looking Inside Souvenir Shop, Place de l’Hotel de Ville, Salle de la Tour des Bouchers, Apple Treats, Inside Bread Shop, Place de la Sinne, Cour du Grand Bailli, Sipp Courtyard, Kid jousting, Kid Screaming in Victory, Wine Tasting, Getting locked in Stocks, Viking Village at Place du Bouc, Medieval Market at Place de la République, Walking back to the entrance","Ribeauvillé, Alsace (Grand Est), France, 360 tour, Christmas Market, Intro, Farm Animals, Apple Grinder, Inside Snack Shop, Place de la 1ère Armée, Going Inside a Church, Going Inside a Cheese Shop, Looking Inside Souvenir Shop",ready,,Christmas Market
fr-0032,France,Alsace (Grand Est),Riquewihr,Christmas Market,"Riquewihr, France Christmas Market Evening Walk (2023)",riquewihr-christmas-market-evening-walk-2023,,evening-walk,"Christmas Markets, Historic Centers & Old Towns",2023-12-05,2023,,43,6,https://youtu.be/fXbDgbvA3o0,https://www.google.com/maps/d/edit?mid=1jKnNaaxAwXwACgntaZHs8sl7wY89BLQ&usp=sharing,48.1661702,7.3001029,1.25 Miles,1.25,2.00,1:17:17,"4,637.00","An evening walk in Riquewihr, France.","This evening walk through Riquewihr’s Christmas market follows the old town through its decorated streets, gates, courtyards, and market areas. The route includes the town hall, the main street, an underground cheese shop, the Court of the Nobles, the Dolder Tower, the Sinne Fountain, Rue des Remparts, Porte Haute, the Passage, and the main Christmas market area. It captures Riquewihr at night, when the half-timbered buildings and holiday decorations feel especially vivid and atmospheric.","Town Hall, Main Street, Underground Cheese Shop, Colorful sidestreet, Court of the Nobles, Main Square (Dolder Tower), Sinne Fountain, Rue des Remparts, Porte Haute (Upper Town Gate), Witches Toy Shop, The Passage, Walking with Santa, Christmas Market","Riquewihr, Alsace (Grand Est), France, evening walk, Christmas Market, Intro and Map, Town Hall, Main Street, Underground Cheese Shop, Colorful sidestreet, Court of the Nobles, Main Square (Dolder Tower), Sinne Fountain",ready,,Christmas Market
fr-0033,France,Alsace (Grand Est),Riquewihr,Christmas Market,"Riquewihr, France Christmas Market Day Walk (2023)",riquewihr-christmas-market-day-walk-2023,,day-walk,"Christmas Markets, Historic Centers & Old Towns",2023-12-05,2023,,42,6,https://youtu.be/MjtMfBRp4y4,https://www.google.com/maps/d/edit?mid=1XF6XSZ1Ss0IJH1k7x8aK2j8UWEUX3ow&usp=sharing,48.1662738,7.2997193,2 MIles,2.00,3.20,1:36:53,"5,813.00","A daytime walk in Riquewihr, France.","This daytime walk through Riquewihr’s Christmas market explores the old town from the town hall and Rue du Général de Gaulle to the Dolder Tower, Porte Haute, Rue des Remparts, the Sinne Fountain, the Court of the Nobles, Sainte-Marguerite Church, and several smaller old-town streets before returning to the market area. It is a broad daytime look at one of Alsace’s most picturesque Christmas villages, with a strong focus on the town’s historic architecture and street layout.","Town Hall, Rue du Général de Gaulle, Dolder Tower, Porte Haute (Upper Town Gate), Rue des Remparts, Sinne Fountain, Rue du Cerf, Court of the Nobles, Rue des Orfevres, Sainte-Marguerite Protestant Church, Rue de la 1re Armée, Court of the Strasbourg, Sainte-Marguerite Church, Rue de la Couronne, Rue Kilian, Rue des Écuries, Rue Hederich, Christmas Market","Riquewihr, Alsace (Grand Est), France, day walk, Christmas Market, Intro and Map, Town Hall, Rue du Général de Gaulle, Dolder Tower, Porte Haute (Upper Town Gate), Rue des Remparts, Sinne Fountain, Rue du Cerf",ready,,Christmas Market
fr-0034,France,Alsace (Grand Est),Strasbourg,Christmas Market,"Strasbourg, France Christmas Market Day Walk (2022)",strasbourg-christmas-market-day-walk-2022,,day-walk,"Christmas Markets, Historic Centers & Old Towns",2022-12-08,2022,,21,-6,https://youtu.be/B-wi7hIrgf8,https://www.google.com/maps/d/edit?mid=1Naq0k53IoElWBp-_1OUBpS99bt2coCM&usp=sharing,48.5796515,7.7507435,4.25 Miles,4.25,6.80,2:24:49,"8,689.00","A daytime walk in Strasbourg, France.","This daytime walk through Strasbourg’s Christmas markets follows a long route through the historic center, the cathedral district, and Petite France. Along the way, it passes Pont du Corbeau, Place de la Cathédrale, Place du Château, Palais Rohan, Quai des Bateliers, Place du Marché Gayot, Place Broglie, Place Kléber, Place Gutenberg, Place Benjamin Zix, Ponts Couverts, and Barrage Vauban. It gives a broad daytime overview of Strasbourg’s Christmas market layout, major landmarks, and the atmosphere of the city during the holiday season.","Pont du Corbeau, Christmas Market Entrance, Place de la Grande Boucherie, Suckling Pigs Market Square, Place de la Cathédrale, Place du Château, Palais Rohan, Place des Tripiers, Quai des Bateliers, Pont Ste Madeleine, Place du Marché aux Poissons, Passerelle de l'Abreuvoir, Pont Saint-Guillaum, Quai Saint-Étienne, Pont Saint-Etienne, Place Saint-Etienne, Place du Marché Gayot, Rue du Dôme, Place Broglie, Place Kléber, Rue des Grandes Arcades, Place du Temple Neuf, Place Gutenberg, Rue Gutenberg","Strasbourg, Alsace (Grand Est), France, day walk, Christmas Market, Intro and Map, Pont du Corbeau, Christmas Market Entrance, Place de la Grande Boucherie, Suckling Pigs Market Square, Place de la Cathédrale, Place du Château, Palais Rohan",ready,,Christmas Market
fr-0035,France,Alsace (Grand Est),Strasbourg,Christmas Market,"Strasbourg, France Christmas Market Day Walk (2023)",strasbourg-christmas-market-day-walk-2023,,day-walk,"Christmas Markets, Historic Centers & Old Towns",2023-12-03,2023,,34,1,https://youtu.be/07LDvkp7jgc,https://www.google.com/maps/d/u/1/edit?mid=1gMGusyOyy9sr-VKr8FS5H4uu462y-iI&usp=sharing,48.5796182,7.7514265,4 Miles,4.00,6.40,2:19:01,"8,341.00","A daytime walk in Strasbourg, France.","This daytime walk through Strasbourg’s Christmas markets moves through both the historic center and Petite France, connecting many of the city’s best-known market squares and landmarks. The route includes Place de la Cathédrale, Place Gutenberg, Place du Château, Place du Marché aux Poissons, Quai des Bateliers, Place Saint-Étienne, Place du Marché Gayot, Place Benjamin Zix, Square Louise-Weiss, Barrage Vauban, Place Saint-Thomas, and Place des Tripiers. It gives a wide daytime overview of Strasbourg’s Christmas market network and the city’s historic core.","Pont du Corbeau, Entrance Gate to the Christmas Market, Suckling Pigs Market Square, Place de la Cathédrale, Place Gutenberg, Cathedral Christmas Market, Place du Château Christmas Market, Palais Rohan, Place du Marché aux Poissons Christmas Market, Quai des Bateliers, Pont Saint-Guillaume, International School Des Pontonniers, Place Saint-Étienne, Place du Marché Gayot, Petite France, Place Benjamin Zix Christmas Market, Pont du Faisan, Square Louise-Weiss Christmas Market, Barrage Vauban, Pont Saint-Martin, Passerelle des Anciennes-Glacières, Rue des Dentelles, Place Saint-Thomas Christmas Market, Place des Tripiers","Strasbourg, Alsace (Grand Est), France, day walk, Christmas Market, Pont du Corbeau, Entrance Gate to the Christmas Market, Suckling Pigs Market Square, Place de la Cathédrale, Place Gutenberg, Cathedral Christmas Market, Place du Château Christmas Market, Palais Rohan",ready,,Christmas Market
fr-0036,France,Alsace (Grand Est),Strasbourg,Christmas Market,"Strasbourg, France Christmas Market Evening Walk (2023)",strasbourg-christmas-market-evening-walk-2023,,evening-walk,"Christmas Markets, Historic Centers & Old Towns",2023-12-03,2023,,33,5,https://youtu.be/sLkoeB_d93Q,https://www.google.com/maps/d/edit?mid=1qQY3S1C4uzZytdKNF7poXFWNb1if32c&usp=sharing,48.5796092,7.7380057,3 MIles,3.00,4.80,2:33:53,"9,233.00","An evening walk in Strasbourg, France.","This evening walk through Strasbourg’s Christmas markets begins in Petite France and gradually works across the city’s decorated bridges, riverside paths, and major market squares. The route includes Barrage Vauban, Ponts Couverts, the Ill River, Square Louise-Weiss, Place Saint-Thomas, Rue Mercière, Strasbourg Cathedral, Place de la Cathédrale, Place du Château, Place du Marché aux Poissons, Place Broglie, Place Kléber, Place du Temple Neuf, Place Gutenberg, and Place des Tripiers. It is one of the most complete night views of Strasbourg’s Christmas market atmosphere and layout.","Barrage Vauban, Ponts Couverts, The Ill River, Square Louise-Weiss (Christmas Market #1), Pont du faisan, Bridge moving for boat to pass, Petite-France, Place Benjamin Zix (Christmas Market #2), The Locks, Rue des Moulins, Pont Saint-Martin, Passerelle des Anciennes-Glacières, Rue des Dentelles, Place Saint-Thomas (Christmas Market #3), Rue des Serruriers, Place Gutenberg, Rue Mercière, Strasbourg Cathedral, Place de la Cathédrale (Christmas Market #4), Place du Château (Christmas Market #5), :1 0 Place du Marché aux Poissons (Christmas Market #6), Pont Ste Madeleine, Place du Corbeau, Porte d'entrée de la Capitale de Noël","Strasbourg, Alsace (Grand Est), France, evening walk, Christmas Market, Intro and Map, Barrage Vauban, Ponts Couverts, The Ill River, Square Louise-Weiss (Christmas Market #1), Pont du faisan, Bridge moving for boat to pass, Petite-France",ready,,Christmas Market
fr-0037,France,Alsace (Grand Est),Strasbourg,Christmas Market,"Strasbourg, France Christmas Market Evening Walk (2022)",strasbourg-christmas-market-evening-walk-2022,,evening-walk,"Christmas Markets, Historic Centers & Old Towns",2022-12-18,2022,,21,-6,https://youtu.be/llOvsepGHZI,https://www.google.com/maps/d/edit?mid=1khDwbSNzQNRFYiw0QOHtrpi7PKTImlw&usp=sharing,48.5794457,7.7509527,3.25 Miles,3.25,5.20,2:03:15,"7,395.00","An evening walk in Strasbourg, France.","This evening walk through Strasbourg’s Christmas markets moves across the old town and Petite France, linking many of the city’s most important market squares and decorated streets after dark. The route includes Pont du Corbeau, Place de la Grande Boucherie, Place du Marché-aux-Cochons-de-Lait, the cathedral market, Place du Château, Place des Tripiers, Place de la Cathédrale, Temple Neuf, Broglie, Kléber, Place Gutenberg, Place Benjamin Zix, Petite France, Ponts Couverts, and Barrage Vauban. It is a strong night-time overview of Strasbourg’s holiday atmosphere, with a mix of major Christmas markets, historic streets, and scenic canal-side views.","Pont du Corbeau, Christmas Market Entrance, Place de la Grande Boucherie, Place du Marché-aux-Cochons-de-Lait, Scenic Street, Christmas Market at the Cathedral, Place du Château, Christmas Market at Marché aux Poissons, Pont Ste Madeleine, Place du Corbeau, Porte d'entrée de la Capitale de Noël, Place des Tripiers, Place de la Cathédrale, Rue des Orfèvres, Christmas Market at Temple Neuf, Christmas Market at Broglie, Christmas Market at Kléber, Rue des Grandes Arcades, Place Gutenberg, Rue Gutenberg, Santa on a One Wheel, Christmas Market at Benjamin Zix, Petite France, Scenic View at Pont Saint-Martin","Strasbourg, Alsace (Grand Est), France, evening walk, Christmas Market, Intro and Map, Pont du Corbeau, Christmas Market Entrance, Place de la Grande Boucherie, Place du Marché-aux-Cochons-de-Lait, Scenic Street, Christmas Market at the Cathedral, Place du Château",ready,,Christmas Market
fr-0038,France,Alsace (Grand Est),Kaysersberg,Christmas Market,"Kaysersberg, France Christmas Market Evening Walk (2025)",kaysersberg-christmas-market-evening-walk-2025,,evening-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-12,2025,,,,,,48.1388405,7.2643704,,,,,,"An evening walk in Kaysersberg, France.",coming soon!,,"Kaysersberg, Alsace (Grand Est), France, evening walk, Christmas Market",draft,,Christmas Market
fr-0039,France,Alsace (Grand Est),Riquewihr,Christmas Market,"Riquewihr, France Christmas Market 360° Walk (2025)",riquewihr-christmas-market-360-tour-2025,,360-tour,"Christmas Markets, Historic Centers & Old Towns",2025-12-14,2025,,,,,,48.1663758,7.2992659,,,,,,"A 360° tour in Riquewihr, France.",coming soon!,,"Riquewihr, Alsace (Grand Est), France, 360 tour, Christmas Market",draft,,Christmas Market
fr-0040,France,Alsace (Grand Est),Riquewihr,Christmas Market,"Riquewihr, France Christmas Market Day Walk (2025)",riquewihr-christmas-market-day-walk-2025,,day-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-14,2025,,,,,,48.1666083,7.3001135,,,,,,"A daytime walk in Riquewihr, France.",coming soon!,,"Riquewihr, Alsace (Grand Est), France, day walk, Christmas Market",draft,,Christmas Market
fr-0041,France,Alsace (Grand Est),Riquewihr,Christmas Market,"Riquewihr, France Christmas Market Evening Walk (2025)",riquewihr-christmas-market-evening-walk-2025,,evening-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-14,2025,,,,,,48.1671538,7.2964395,,,,,,"An evening walk in Riquewihr, France.",coming soon!,,"Riquewihr, Alsace (Grand Est), France, evening walk, Christmas Market",draft,,Christmas Market
fr-0042,France,Alsace (Grand Est),Riquewihr,Christmas Market,"Riquewihr, France Christmas Market Morning Walk (2025)",riquewihr-morning-walk-2025,riquewihr-morning-walk-2025,day-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-14,2025,,,,,,48.1668614,7.2975660,,,,,,"A daytime walk in Riquewihr, France.",coming soon!,,"Riquewihr, Alsace (Grand Est), France, day walk, Christmas Market",draft,,Christmas Market
fr-0043,France,Alsace (Grand Est),Colmar,Christmas Market,"Colmar, France Christmas Market Day Walk (2025)",colmar-christmas-market-day-walk-2025,,day-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-15,2025,,,,,,48.0784512,7.3571623,,,,,,"A daytime walk in Colmar, France.",coming soon!,,"Colmar, Alsace (Grand Est), France, day walk, Christmas Market",draft,,Christmas Market
fr-0044,France,Alsace (Grand Est),Colmar,Christmas Market,"Colmar, France Christmas Market Evening Walk (2025)",colmar-christmas-market-evening-walk-2025,,evening-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-15,2025,,,,,,48.0760407,7.3589458,,,,,,"An evening walk in Colmar, France.",coming soon!,,"Colmar, Alsace (Grand Est), France, evening walk, Christmas Market",draft,,Christmas Market
fr-0045,France,Alsace (Grand Est),Strasbourg,Christmas Market,"Strasbourg, France Christmas Market Day Walk (2025)",strasbourg-christmas-market-day-walk-2025,,day-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-17,2025,,,,,,48.5815865,7.7483866,,,,,,"A daytime walk in Strasbourg, France.",coming soon!,,"Strasbourg, Alsace (Grand Est), France, day walk, Christmas Market",draft,,Christmas Market
fr-0046,France,Alsace (Grand Est),Strasbourg,Christmas Market,"Strasbourg, France Christmas Market Evening Walk (2025)",strasbourg-christmas-market-evening-walk-2025,,evening-walk,"Christmas Markets, Historic Centers & Old Towns",2025-12-17,2025,,,,,,48.5803040,7.7512022,,,,,,"An evening walk in Strasbourg, France.",coming soon!,,"Strasbourg, Alsace (Grand Est), France, evening walk, Christmas Market",draft,,Christmas Market
