tour_id,country,region,city,location,title,slug,slug_override,video_type,themes,filmed_date_iso,filmed_year,weather_summary,temp_f,temp_c,youtube_url,map_url,latitude,longitude,distance_label,distance_miles,distance_km,duration_label,duration_seconds,description_short,description_long,landmarks,keywords,status,thumbnail_path,
it-0047,Italy,Campania,Capri,Capri,"Capri, Italy 4K Gardens of Augustus & Via Krupp Views Walking Tour (2018)",capri-gardens-of-augustus-walk-2018,capri-gardens-of-augustus-walk-2018,day-walk,"coastal, island",2018-10-14,2018,,,,https://youtu.be/hJG9aZuAkNU,,40.5507275,14.2426919,,,,1:01:39,3699,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0048,Italy,Campania,Capri,Capri,"Capri, Italy 4K Villa Jovis Tour Walking Tour (2018)",capri-villa-jovis-walk-2018,capri-villa-jovis-walk-2018,day-walk,"coastal, island, ancient-site, roman-ruins, archaeological-site",2018-10-12,2018,,,,https://youtu.be/JMGL5yRDXp4,,40.5571132,14.2623749,,,,0:26:22,1582,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island, ancient-site, roman-ruins, archaeological-site"
it-0049,Italy,Campania,Capri,Capri,"Capri, Italy 4K Villa Jovis Drone Tour",capri-villa-jovis-drone-tour,capri-villa-jovis-drone-tour,drone-tour,"coastal, island, ancient-site, roman-ruins, archaeological-site",,,,,,https://youtu.be/HYye0qukHHE,,40.558055,14.262645,,,,0:02:24,144,"A drone tour in Capri, Italy.",,,,ready,,"coastal, island, ancient-site, roman-ruins, archaeological-site"
it-0050,Italy,Campania,Capri,Capri,"Capri, Italy 4K Via Tiberio Walking Tour (2018)",capri-via-tiberio-walk-2018,capri-via-tiberio-walk-2018,day-walk,"coastal, island, historic-center",2018-10-13,2018,,,,https://youtu.be/t9STwl3BuZk,,40.5507576,14.2429189,,,,0:31:46,1906,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island, historic-center"
it-0051,Italy,Campania,Capri,Capri,"Capri, Italy 4K Anacapri's Historic Center Walking Tour (2019)",capri-anacapri-historic-center-walk-2019,capri-anacapri-historic-center-walk-2019,day-walk,"coastal, island, historic-center",2019-06-08,2019,,,,https://youtu.be/zaEpFAcjkxo,,40.5558793,14.2212514,,,,0:24:50,1490,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island, historic-center"
it-0052,Italy,Campania,Capri,Capri,"Capri, Italy 4K Phoenician Steps Walking Tour (2018)",capri-phoenician-steps-walk-2018,capri-phoenician-steps-walk-2018,day-walk,"coastal, island",2018-06-08,2018,,,,https://youtu.be/Qc-5lXbeEqs,,40.5574109,14.2258781,,,,0:31:36,1896,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0053,Italy,Campania,Capri,Capri,"Capri, Italy 4K Phoenician Steps Drone Tour",capri-phoenician-steps-drone-tour,capri-phoenician-steps-drone-tour,drone-tour,"coastal, island",,,,,,https://youtu.be/iebbkMSJVe4,,40.5579304,14.2265573,,,,0:01:03,63,"A drone tour in Capri, Italy.",,,,ready,,"coastal, island"
it-0054,Italy,Campania,Capri,Capri,"Capri, Italy 4K Villa San Michele Walking Tour (2019)",capri-villa-san-michele-walk-2019,capri-villa-san-michele-walk-2019,day-walk,"coastal, island",2019-06-08,2019,,,,https://youtu.be/pmgDn7s6oDQ,,40.5573279,14.2248967,,,,0:30:59,1859,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0055,Italy,Campania,Capri,Capri,"Capri, Italy 4K Monte Solaro Chairlift Ride & Summit Walking Tour (2018)",capri-monte-solaro-chairlift-walk-2018,capri-monte-solaro-chairlift-walk-2018,day-walk,"coastal, island",2018-10-14,2018,,,,https://youtu.be/o4W6s9XJlDQ,,40.5555602,14.2215759,,,,0:26:09,1569,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0056,Italy,Campania,Capri,Capri,"Capri, Italy 4K Monte Solaro Hike to Capri Town (2018)",capri-monte-solaro-hike-2018,capri-monte-solaro-hike-2018,hike,"coastal, island, historic-center",,,,,,https://youtu.be/iLBzilHVNxo,,40.5506084,14.2300345,,,,0:44:42,2682,"A hike in Capri, Italy.",,,,ready,,"coastal, island, historic-center"
it-0057,Italy,Campania,Capri,Capri,"Capri, Italy 4K Midnight Walking Tour (2022)",capri-evening-walk-2022,,evening-walk,"coastal, island",2022-06-19,2022,,,,https://youtu.be/PFPX2p4CmyY,https://www.google.com/maps/d/u/0/edit?mid=1vhATZLdRwACQFQHb2aIkF8g3qOXjsRs&usp=sharing,40.5508297,14.243093,,,,1:07:11,4031,"An evening walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0058,Italy,Campania,Capri,Capri,"Capri, Italy 4K Evening Walk (2023)",capri-evening-walk-2023,,evening-walk,"coastal, island",2023-07-19,2023,,,,https://youtu.be/wCbICbPupj8,https://www.google.com/maps/d/edit?mid=1p0pLlqZfBOBYtFQefnRSvu_-Kv2-jLw&usp=sharing,40.5500769,14.241655,,,,1:29:25,5365,"An evening walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0059,Italy,Campania,Capri,Capri,"Capri, Italy 4K Via Krupp Walking Tour (2023)",capri-via-krupp-walk-2023,capri-via-krupp-walk-2023,day-walk,"coastal, island",2023-07-20,2023,,,,https://youtu.be/cpLi3T62zfs,https://www.google.com/maps/d/edit?mid=15SbqL_HdAO9otbaLQq4cu5433ss72wM&usp=sharing,40.5472476,14.2430449,,,,0:39:14,2354,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0060,Italy,Campania,Capri,Capri,"Capri, Italy 4K City Walking Tour (2023)",capri-day-walk-2023,,day-walk,"coastal, island, historic-center",2023-07-20,2023,,,,https://youtu.be/hb_AiaCL1a8,https://www.google.com/maps/d/edit?mid=1FEhAAaeukFBeZcYfcfVqR4XjMffJ73g&usp=sharing,40.5561595,14.2386266,,,,5:42:25,20545,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island, historic-center"
it-0061,Italy,Campania,Capri,Capri,"Capri, Italy 4K Anacapri Walking Tour (2024)",capri-anacapri-day-walk-2024,capri-anacapri-day-walk-2024,day-walk,"coastal, island, historic-center",2024-09-20,2024,,,,https://youtu.be/Qr75PFnVOak,https://www.google.com/maps/d/u/0/edit?mid=1HDRnhqTKJa1_mv-B5Ici6D49prha0wQ&usp=sharing,40.5575774,14.2257096,,,,2:25:34,8734,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island, historic-center"
it-0062,Italy,Campania,Capri,Capri,"Capri, Italy 4K Evening Walk (2024)",capri-evening-walk-2024,,evening-walk,"coastal, island",2024-09-21,2024,,,,https://youtu.be/ACtxlA0az8A,https://www.google.com/maps/d/u/0/edit?mid=1qNdCMUkvAhXdYrUehrX4Fcs_Shk5r8k&usp=sharing,40.556196,14.2390842,,,,2:27:06,8826,"An evening walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0063,Italy,Campania,Capri,Capri,"Capri, Italy 4K 360 Tour",capri-360-tour-2024,,360-tour,"coastal, island",2024-09-22,2024,,,,https://youtu.be/yl_TLAXgT9c,https://www.google.com/maps/d/u/0/edit?mid=110L1Vv4dlH7tFVP8XKxMQEmSEKMiuw8&usp=sharing,40.5511173,14.242732,,,,3:13:36,11616,"A 360° tour in Capri, Italy.",,,,ready,,"coastal, island"
it-0064,Italy,Campania,Capua,Capua,"Capua, Italy 4K Roman Amphitheater Walking Tour (2017)",capua-amphitheater-day-walk-2017,capua-amphitheater-day-walk-2017,day-walk,"ancient-site, roman-ruins, archaeological-site, amphitheater",2017-09-26,2017,,,,https://youtu.be/5HvLJmV-Dw4,,41.0835163,14.2505788,,,,0:39:05,2345,"A daytime walk in Capua, Italy.",,,,ready,,"ancient-site, roman-ruins, archaeological-site, amphitheater"
it-0065,Italy,Campania,Capua,Capua,"Capua, Italy 4K Roman Amphitheater Walking Tour (2025)",capua-amphitheater-day-walk-2025,capua-amphitheater-day-walk-2025,day-walk,"ancient-site, roman-ruins, archaeological-site, amphitheater",2025-06-06,2025,,,,https://youtu.be/TS8QJG2TqNE,https://www.google.com/maps/d/edit?mid=1PithwBJ-7mA4g6claq1rSwjptrVUp0g&usp=sharing ,41.0841139,14.2506934,,,,0:47:14,2834,"A daytime walk in Capua, Italy.",,,,ready,,"ancient-site, roman-ruins, archaeological-site, amphitheater"
it-0066,Italy,Campania,Capua,Capua,"Capua, Italy 4K Driving Tour",capri-drive-tour,capri-drive-tour,drive-tour,,,,,,,https://youtu.be/I6k7XVLzwA8,,41.081432,14.2355735,,,,0:25:03,1503,"A driving tour in Capua, Italy.",,,,ready,,
it-0067,Italy,Campania,Caserta,Caserta,"Caserta, Italy 4K Royal Palace Tour Walking Tour (2017)",caserta-royal-palace-day-walk-2017,caserta-royal-palace-day-walk-2017,day-walk,world-heritage-site,,,,,,https://youtu.be/IyVkAcwZ8fE,,41.0702955,14.3269071,,,,1:24:22,5062,"A daytime walk in Caserta, Italy.",,,,ready,,world-heritage-site
it-0068,Italy,Campania,Caserta Vecchia,Caserta Vecchia,"Caserta Vecchia, Italy 4K Walking Tour (2021)",caserta-vecchia-day-walk-2021,,day-walk,"historic-center, old-town",2021-05-16,2021,,,,https://youtu.be/4UutcBV7TK4,https://www.google.com/maps/d/u/0/edit?mid=1S-Ucdj2HJJF3rWH_IiAxnHirjO2BrfH5&usp=sharing,41.0957272,14.3703869,,,,0:52:56,3176,"A daytime walk in Caserta Vecchia, Italy.",,,,ready,,"historic-center, old-town"
it-0069,Italy,Campania,Comola Grande,Comola Grande,"Comola Grande, Drone Tour (2019)",comola-grande-drone-tour,comola-grande-drone-tour,drone-tour,waterfront,,,,,,https://youtu.be/YWRIV5dqx-Q,,41.1172727,14.3401802,,,,0:02:13,133,"A drone tour in Comola Grande, Italy.",,,,ready,,waterfront
it-0070,Italy,Campania,Ercolano,Ercolano,"Ercolano, Italy 4K Outdoor Market Walking Tour (2019)",ercolano-day-walk-2019,,day-walk,,2019-11-23,2019,,,,https://youtu.be/AiCtaSNuzxw,,40.8119285,14.3518956,,,,0:27:22,1642,"A daytime walk in Ercolano, Italy.",,,,ready,,
it-0071,Italy,Campania,Herculaneum,Herculaneum,"Herculaneum, Italy 4K 360 Tour (2020)",herculaneum-360-tour-2020,,360-tour,"ancient-site, archaeological-site, world-heritage-site",2020-02-22,2020,,,,https://youtu.be/_Y277FddmD4,,40.8059233,14.3491487,,,,1:38:55,5935,"A 360° tour in Herculaneum, Italy.",,,,ready,,"ancient-site, archaeological-site, world-heritage-site, roman-ruins"
it-0072,Italy,Campania,Herculaneum,Herculaneum,"Herculaneum, Italy 4K Roman Ruins Walking Tour (2018)",herculaneum-day-walk-2018,,day-walk,"ancient-site, roman-ruins, archaeological-site, world-heritage-site",2018-01-06,2018,,,,https://youtu.be/eXkpFnF7ovY,,40.8047761,14.3470002,,,,1:21:29,4889,"A daytime walk in Herculaneum, Italy.",,,,ready,,"ancient-site, roman-ruins, archaeological-site, world-heritage-site"
it-0073,Italy,Campania,Herculaneum,Herculaneum,"Herculaneum, Italy 4K Roman Ruins Walking Tour (2025)",herculaneum-day-walk-2025,,day-walk,"ancient-site, roman-ruins, archaeological-site, world-heritage-site",2025-06-06,2025,,,,https://youtu.be/Y__fRvziRko,https://www.google.com/maps/d/u/0/edit?mid=1xT2cc820lFPM0sZ9eb_XZ3wwXVy3aGo&usp=sharing ,40.8060154,14.3492331,,,,2:12:07,7927,"A daytime walk in Herculaneum, Italy.",,,,ready,,"ancient-site, roman-ruins, archaeological-site, world-heritage-site"
it-0074,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Ischia Porto Walking Tour (2018)",ischia-porto-day-walk-2018,ischia-porto-day-walk-2018,day-walk,"coastal, waterfront, island",2018-09-15,2018,,,,https://youtu.be/6Cym0DxM2xM,,40.7453742,13.9380408,,,,0:32:35,1955,"A daytime walk in Ischia, Italy.",,,,ready,,"coastal, waterfront, island"
it-0075,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Beaches and Historic Center Walking Tour (2018)",ischia-beaches-historic-center-day-walk-2018,ischia-beaches-historic-center-day-walk-2018,day-walk,"coastal, island, beach, historic-center",,,,,,https://youtu.be/WGnrP5QctkI,,40.7443127,13.9460268,,,,0:36:32,2192,"A daytime walk in Ischia, Italy.",,,,ready,,"coastal, island, beach, historic-center"
it-0076,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Aragonese Castle Walking Tour",ischia-aragonese-castle-day-walk-2018,ischia-aragonese-castle-day-walk-2018,day-walk,"coastal, island",2018-09-15,2018,,,,https://youtu.be/16T6Do7XXsQ,,40.7322028,13.9603411,,,,1:12:00,4320,"A daytime walk in Ischia, Italy.",,,,ready,,"coastal, island"
it-0077,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Bike Tour",ischia-bike-tour-2025,,bike-tour,"coastal, island",2025-06-11,2025,,,,https://youtu.be/oxKTL_SOP_w,https://www.google.com/maps/d/u/0/edit?mid=195sEcNpJPBav0TViTgTmK8HmZN2wUkw&usp=sharing,40.7326114,13.9604216,,,,2:43:32,9812,"A bike tour in Ischia, Italy.",,,,ready,,"coastal, island"
it-0078,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Ischia Ponte Walking Tour",ischia-ponte-day-walk-2018,ischia-ponte-day-walk-2018,day-walk,"coastal, waterfront, island",2018-09-15,2018,,,,https://youtu.be/haUtQc2yPdk,,40.7313601,13.9635052,,,,0:32:51,1971,"A daytime walk in Ischia, Italy.",,,,ready,,"coastal, waterfront, island"
it-0079,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Ischia Ponte & Aragonese Castle Walking Tour (2025)",ischia-ponte-aragonese-castle-day-walk-2018,ischia-ponte-aragonese-castle-day-walk-2018,day-walk,"coastal, waterfront, island",2025-06-10,2025,,,,https://youtu.be/wysqLhRlxK4,https://www.google.com/maps/d/u/0/edit?mid=1RUKDjWV8ZXC8CRJy6kGgHnNIgJvcmrc&usp=sharing,40.7387708,13.9553787,,,,2:23:38,8618,"A daytime walk in Ischia, Italy.",,,,ready,,"coastal, waterfront, island"
it-0080,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Corso Vittoria Colonna Walking Tour",ischia-corso-vittoria-colonna-day-walk-2018,ischia-corso-vittoria-colonna-day-walk-2018,day-walk,"coastal, island",2018-09-15,2018,,,,https://youtu.be/t4Ootyavh0A,,40.7348199,13.9562,,,,0:48:15,2895,"A daytime walk in Ischia, Italy.",,,,ready,,"coastal, island"
it-0081,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Sant'Angelo Walking Tour (2018)",ischia-sant-angelo-day-walk-2018,ischia-sant-angelo-day-walk-2018,day-walk,"coastal, island",2018-09-29,2018,,,,https://youtu.be/J4ZGR3FfH2c,,40.6994508,13.890815,,,,0:47:25,2845,"A daytime walk in Ischia, Italy.",,,,ready,,"coastal, island"
it-0082,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Lacco Ameno Walking Tour (2025)",ischia-lacco-ameno-day-walk-2025,ischia-lacco-ameno-day-walk-2025,day-walk,"coastal, island",2025-06-14,2025,,,,https://youtu.be/0JfcqwOHtIY,https://www.google.com/maps/d/edit?mid=1aJY-dOJUCBZXMl4THNX4KLczw4pP8Vg&usp=sharing,40.7527222,13.8910025,,,,1:02:40,3760,"A daytime walk in Ischia, Italy.",,,,ready,,"coastal, island"
it-0083,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Evening Walk (2025)",ischia-evening-walk-2025,,evening-walk,"coastal, island",2025-06-10,2025,,,,https://youtu.be/B33mdu8CFB4,https://www.google.com/maps/d/edit?mid=1Dle5ELDgJGVqhbDgy_4RhhEIKi9VfYI&usp=sharing,40.733071,13.9584295,,,,1:10:09,4209,"An evening walk in Ischia, Italy.",,,,ready,,"coastal, island"
it-0084,Italy,Campania,Limatola Castle,Limatola Castle,"Limatola Castle, Italy 4K Christmas Walking Tour (2019)",limatola-castle-day-walk-2019,,day-walk,christmas-market,2019-12-08,2019,,,,https://youtu.be/3bL2f6NRbYA,,41.1386761,14.3897435,,,,0:47:16,2836,"A daytime walk in Limatola Castle, Italy.",,,,ready,,christmas-market
it-0085,Italy,Campania,Maiori,Maiori,"Maiori, Italy 4K Walking Tour (2018)",maiori-day-walk-2018,,day-walk,coastal,2018-06-09,2018,,,,https://youtu.be/riHh_OKdekU,,40.6479317,14.6408003,,,,0:47:02,2822,"A daytime walk in Maiori, Italy.",,,,ready,,coastal
it-0086,Italy,Campania,Mt. Vesuvius,Mt. Vesuvius,"Mt. Vesuvius, Italy 4K Summit Hike (2017)",mt-vesuvius-hike-2017,,hike,,2017-08-14,2017,,,,https://youtu.be/SQO2ATOPDZc,,40.828233,14.4260479,,,,0:45:53,2753,"A hike in Mt. Vesuvius, Italy.",,,,ready,,
it-0087,Italy,Campania,Mt. Vesuvius,Mt. Vesuvius,"Mt. Vesuvius, Italy 4K Summit Hike (2022)",mt-vesuvius-hike-2022,,hike,,2022-08-01,2022,,,,https://youtu.be/AvIYmRzwujw,https://www.google.com/maps/d/edit?mid=1wwpXb9hOMjuujXATiGXfwM3N4iQSq1o&usp=sharing ,40.828094,14.4257529,,,,0:59:55,3595,"A hike in Mt. Vesuvius, Italy.",,,,ready,,
it-0088,Italy,Campania,Naples,Naples,"Naples, Italy 4K Patron Walking Tour (2019)",naples-patron-via-chiaia-day-walk-2019,naples-patron-via-chiaia-day-walk-2019,day-walk,"historic-center, world-heritage-site",2019-11-09,2019,,,,https://youtu.be/20OZX0owxjU,,40.8369682,14.2486438,,,,0:15:03,903,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0089,Italy,Campania,Naples,Naples,"Naples, Italy 4K Walking Tour (2017)",naples-day-walk-2017,,day-walk,"historic-center, world-heritage-site",2017-02-11,2017,,,,https://youtu.be/ljudH28fomA,,40.839883,14.252297,,,,2:00:08,7208,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0090,Italy,Campania,Naples,Naples,"Naples, Italy 4K Spanish Quarter Walking Tour (2017)",naples-quartieri-spagnoli-day-walk-2017,naples-quartieri-spagnoli-day-walk-2017,day-walk,"historic-center, world-heritage-site",2017-07-02,2017,,,,https://youtu.be/iY4xoXlrTc8,,40.8412133,14.2486162,,,,0:48:02,2882,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0091,Italy,Campania,Naples,Naples,"Naples, Italy 4K Evening Walk (2025)",naples-evening-walk-2025,,evening-walk,"historic-center, world-heritage-site",2025-06-07,2025,,,,https://youtu.be/Cv1zIRhxvHU,https://www.google.com/maps/d/edit?mid=19X3zTqHGmypTqQe4pFLMrD4g3L_4iJw&usp=sharing ,40.8425277,14.2488725,,,,2:15:13,8113,"An evening walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0092,Italy,Campania,Naples,Naples,"Naples, Italy 4K City Walking Tour (2023)",naples-day-walk-2023,,day-walk,"historic-center, world-heritage-site",2023-07-30,2023,,,,https://youtu.be/990AqbKb18c,https://www.google.com/maps/d/edit?mid=1E_nqyiPSRDss1zSiWuRzH2bBrAm3tBU&usp=sharing,40.8472626,14.2457828,,,,5:45:54,20754,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0093,Italy,Campania,Naples,Naples,"Naples, Italy 4K Christmas Alley & Historic Center Walking Tour (2020)",naples-historic-center-day-walk-2017,naples-historic-center-day-walk-2017,day-walk,"historic-center, world-heritage-site, christmas-market",2020-12-22,2020,,,,https://youtu.be/5nuZ-0s21Ho,https://www.google.com/maps/d/u/0/edit?mid=1wnfic1AKCA0DqQ9iHv0a8MKjslGNu3I9&usp=sharing,40.8494342,14.2582019,,,,1:45:00,6300,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site, christmas-market"
it-0094,Italy,Campania,Naples,Naples,"Naples, Italy 4K Christmas Markets Walking Tour (2018)",naples-christmas-market-day-walk-2018,naples-christmas-market-day-walk-2018,day-walk,"historic-center, world-heritage-site, christmas-market",2018-12-08,2018,,,,https://youtu.be/DFV7o07zsGQ,,40.8467561,14.251468,,,,1:12:56,4376,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site, christmas-market"
it-0095,Italy,Campania,Naples,Naples,"Naples, Italy 4K Evening Walk (2020)",naples-evening-walk-2020,,evening-walk,"historic-center, world-heritage-site",2020-12-20,2020,,,,https://youtu.be/iQ-8iiJaM0Y,https://www.google.com/maps/d/u/0/edit?mid=1bkgdgraYKeR9g_byrMkWElwW74PsWPCE&usp=sharing,40.8494651,14.2508578,,,,0:52:54,3174,"An evening walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0096,Italy,Campania,Naples,Naples,"Naples, Italy 4K Christmas Markets Walking Tour (2021)",naples-christmas-market-day-walk-2021,naples-christmas-market-day-walk-2021,day-walk,"historic-center, world-heritage-site, christmas-market",2021-12-19,2021,,,,https://youtu.be/QjjBNU88jtk,https://www.google.com/maps/d/u/0/edit?mid=1a0yYV-kJNUEmYWaMf2CjhzGT_PV9sSKz&usp=sharing ,40.848384,14.2548628,,,,2:35:23,9323,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site, christmas-market"
it-0097,Italy,Campania,Naples,Naples,"Naples, Italy 4K Evening Walk (2019)",naples-evening-walk-2019,,evening-walk,"historic-center, world-heritage-site",2019-12-14,2019,,,,https://youtu.be/ekvwB-pMzV4,,40.8427864,14.2489011,,,,0:31:55,1915,"An evening walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0098,Italy,Campania,Naples,Naples,"Naples, Italy 4K Still Scenes Tour (2021)",naples-still-scenes-2021,naples-still-scenes-2021,day-walk,world-heritage-site,2021-02-06,2021,,,,https://youtu.be/SQGnqAysGpk,,40.8298368,14.2473394,,,,0:41:16,2476,"A daytime walk in Naples, Italy.",,,,ready,,world-heritage-site
it-0099,Italy,Campania,Naples,Naples,"Naples, Italy 4K Castel dell'Ovo Tour Walking Tour (2019)",naples-castel-dell-ovo-day-walk-2019,naples-castel-dell-ovo-day-walk-2019,day-walk,"waterfront, historic-center, world-heritage-site",2019-07-01,2019,,,,https://youtu.be/Af8lGDOR7FU,https://drive.google.com/open?id=1CJeBD1ceBEVXi1Fx3duEYXVC4CwneZku,40.8317038,14.2511984,,,,0:39:31,2371,"A daytime walk in Naples, Italy.",,,,ready,,"waterfront, historic-center, world-heritage-site"
it-0100,Italy,Campania,Naples,Naples,"Naples, Italy 4K Night Tour (2022)",naples-evening-walk-2022,,evening-walk,"historic-center, world-heritage-site",2022-06-03,2022,,,,https://youtu.be/UYO3nLa2zU8,https://www.google.com/maps/d/u/0/edit?mid=19x-62QrHLaOycCH6oDTguXLusB0dgr8&usp=sharing,40.8510553,14.2574063,,,,1:19:02,4742,"An evening walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0101,Italy,Campania,Naples,Naples,"Naples, Italy 4K Pignasecca Market Walking Tour (2019)",naples-pignasecca-market-day-walk-2019,naples-pignasecca-market-day-walk-2019,day-walk,"historic-center, world-heritage-site",2019-10-12,2019,,,,https://youtu.be/J2U9qbk1l8M,,40.8474812,14.2457388,,,,0:59:33,3573,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0102,Italy,Campania,Naples,Naples,"Naples, Italy 4K Waterfront Walking Tour (2020)",naples-day-walk-2020,,day-walk,"waterfront, historic-center, world-heritage-site",2020-02-16,2020,,,,https://youtu.be/GK8VQPRnA1s,https://www.google.com/maps/d/u/0/edit?mid=1p1fTMipKxT-yFvOErWccFxfXFsm-Xxei&usp=sharing,40.8262406,14.2215709,,,,1:23:32,5012,"A daytime walk in Naples, Italy.",,,,ready,,"waterfront, historic-center, world-heritage-site"
it-0103,Italy,Campania,Naples,Naples,"Naples, Italy 4K Fontanelle Cemetery Walking Tour (2019)",naples-fontanelle-cemetery-day-walk-2019,naples-fontanelle-cemetery-day-walk-2019,day-walk,"historic-center, world-heritage-site",2019-10-29,2019,,,,https://youtu.be/xYmaWdxi_Zs,,40.8588983,14.2386235,,,,0:24:36,1476,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0104,Italy,Campania,Naples,Naples,"Naples, Italy 4K Historic Center Walking Tour (2019)",naples-historic-center-day-walk-2019,naples-historic-center-day-walk-2019,day-walk,"historic-center, world-heritage-site",2019-09-21,2019,,,,https://youtu.be/c5Ha5LUiNZY,,40.8501273,14.2603839,,,,1:43:52,6232,"A daytime walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0105,Italy,Campania,Naples,Naples,"Naples, Italy 4K 360 VR Tour (2019)",naples-360-tour-2019,,360-tour,world-heritage-site,2019-09-21,2019,,,,https://youtu.be/jJk5e2Gsyy4,,40.8490996,14.2501147,,,,1:00:51,3651,"A 360° tour in Naples, Italy.",,,,ready,,world-heritage-site
it-0106,Italy,Campania,Naples,Naples,"Naples, Italy 4K Fish Market 360 VR Tour (2019)",naples-fish-market-360-tour-2019,naples-fish-market-360-tour-2019,360-tour,"waterfront, world-heritage-site",2019-09-07,2019,,,,https://youtu.be/RRPY-2AXHlI,,40.8505914,14.266608,,,,0:23:01,1381,"A 360° tour in Naples, Italy.",,,,ready,,"waterfront, world-heritage-site"
it-0107,Italy,Campania,Naples,Naples,"Naples, Italy 4K Fish Market Tour Walking Tour (2019)",naples-fish-market-day-walk-2019,naples-fish-market-day-walk-2019,day-walk,"waterfront, historic-center, world-heritage-site",2019-09-21,2019,,,,https://youtu.be/eaet6G10FDo,,40.8503275,14.2670447,,,,0:32:20,1940,"A daytime walk in Naples, Italy.",,,,ready,,"waterfront, historic-center, world-heritage-site"
it-0108,Italy,Campania,Naples,Naples,"Naples, Italy 4K Bike Tour (2020)",naples-bike-tour-2020,,bike-tour,"historic-center, world-heritage-site",2020-05-23,2020,,,,https://youtu.be/IHXZnU2bmc8,https://www.google.com/maps/d/u/0/edit?mid=14gZm2Mt6vNX-gweGtClbwnvxEM3OWijN&usp=sharing,40.8153362,14.2075929,,,,1:54:05,6845,"A bike tour in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0109,Italy,Campania,Naples,Naples,"Naples, Italy 4K Evening Walk (2023)",naples-evening-walk-2023,,evening-walk,"historic-center, world-heritage-site",2023-07-21,2023,,,,https://youtu.be/n3WsdCCjiNo,https://www.google.com/maps/d/edit?mid=1pre8AK2xy__JEbPEFAhJHlmdFzRDuLg&usp=sharing,40.8520473,14.2602001,,,,3:06:06,11166,"An evening walk in Naples, Italy.",,,,ready,,"historic-center, world-heritage-site"
it-0110,Italy,Campania,Naples,Naples,"Naples, Italy 4K Waterfront Walking Tour (2019)",naples-waterfront-day-walk-2019,naples-waterfront-day-walk-2019,day-walk,"waterfront, historic-center, world-heritage-site",2019-12-12,2019,,,,https://youtu.be/qPZ2zFErzdE,,40.8231017,14.2193453,,,,2:06:17,7577,"A daytime walk in Naples, Italy.",,,,ready,,"waterfront, historic-center, world-heritage-site"
it-0111,Italy,Campania,Naples,Naples,"Naples, Italy 4K Castel Nuovo Walking Tour (2019)",naples-castel-nuovo-day-walk-2019,naples-castel-nuovo-day-walk-2019,day-walk,"waterfront, historic-center, world-heritage-site",2019-10-27,2019,,,,https://youtu.be/o-LJamTt1kQ,,40.8386285,14.2518536,,,,0:17:02,1022,"A daytime walk in Naples, Italy.",,,,ready,,"waterfront, historic-center, world-heritage-site"
