tour_id,country,region,city,location,title,slug,slug_override,video_type,themes,filmed_date_iso,filmed_year,weather_summary,temp_f,temp_c,youtube_url,map_url,latitude,longitude,distance_label,distance_miles,distance_km,duration_label,source_sheet
it-0079,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Ischia Ponte & Aragonese Castle Walking Tour (2025)",ischia-ponte-aragonese-castle-day-walk-2018,ischia-ponte-aragonese-castle-day-walk-2018,day-walk,"coastal, waterfront, island",2025-06-10,2025,,,,https://youtu.be/wysqLhRlxK4,https://www.google.com/maps/d/u/0/edit?mid=1RUKDjWV8ZXC8CRJy6kGgHnNIgJvcmrc&usp=sharing,40.7387708,13.9553787,,,,2:23:38,Italy
it-0080,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Corso Vittoria Colonna Walking Tour",ischia-corso-vittoria-colonna-day-walk-2018,ischia-corso-vittoria-colonna-day-walk-2018,day-walk,"coastal, island",2018-09-15,2018,,,,https://youtu.be/t4Ootyavh0A,,40.7348199,13.9562,,,,0:48:15,Italy
it-0081,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Sant'Angelo Walking Tour (2018)",ischia-sant-angelo-day-walk-2018,ischia-sant-angelo-day-walk-2018,day-walk,"coastal, island",2018-09-29,2018,,,,https://youtu.be/J4ZGR3FfH2c,,40.6994508,13.890815,,,,0:47:25,Italy
it-0082,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Lacco Ameno Walking Tour (2025)",ischia-lacco-ameno-day-walk-2025,ischia-lacco-ameno-day-walk-2025,day-walk,"coastal, island",2025-06-14,2025,,,,https://youtu.be/0JfcqwOHtIY,https://www.google.com/maps/d/edit?mid=1aJY-dOJUCBZXMl4THNX4KLczw4pP8Vg&usp=sharing,40.7527222,13.8910025,,,,1:02:40,Italy
it-0083,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Evening Walk (2025)",ischia-evening-walk-2025,,evening-walk,"coastal, island",2025-06-10,2025,,,,https://youtu.be/B33mdu8CFB4,https://www.google.com/maps/d/edit?mid=1Dle5ELDgJGVqhbDgy_4RhhEIKi9VfYI&usp=sharing,40.733071,13.9584295,,,,1:10:09,Italy
it-0084,Italy,Campania,Limatola Castle,Limatola Castle,"Limatola Castle, Italy 4K Christmas Walking Tour (2019)",limatola-castle-day-walk-2019,,day-walk,christmas-market,2019-12-08,2019,,,,https://youtu.be/3bL2f6NRbYA,,41.1386761,14.3897435,,,,0:47:16,Italy
it-0085,Italy,Campania,Maiori,Maiori,"Maiori, Italy 4K Walking Tour (2018)",maiori-day-walk-2018,,day-walk,coastal,2018-06-09,2018,,,,https://youtu.be/riHh_OKdekU,,40.6479317,14.6408003,,,,0:47:02,Italy
it-0086,Italy,Campania,Mt. Vesuvius,Mt. Vesuvius,"Mt. Vesuvius, Italy 4K Summit Hike (2017)",mt-vesuvius-hike-2017,,hike,,2017-08-14,2017,,,,https://youtu.be/SQO2ATOPDZc,,40.828233,14.4260479,,,,0:45:53,Italy
it-0087,Italy,Campania,Mt. Vesuvius,Mt. Vesuvius,"Mt. Vesuvius, Italy 4K Summit Hike (2022)",mt-vesuvius-hike-2022,,hike,,2022-08-01,2022,,,,https://youtu.be/AvIYmRzwujw,https://www.google.com/maps/d/edit?mid=1wwpXb9hOMjuujXATiGXfwM3N4iQSq1o&usp=sharing ,40.828094,14.4257529,,,,0:59:55,Italy
it-0088,Italy,Campania,Naples,Naples,"Naples, Italy 4K Patron Walking Tour (2019)",naples-patron-via-chiaia-day-walk-2019,naples-patron-via-chiaia-day-walk-2019,day-walk,"historic-center, world-heritage-site",2019-11-09,2019,,,,https://youtu.be/20OZX0owxjU,,40.8369682,14.2486438,,,,0:15:03,Italy
it-0089,Italy,Campania,Naples,Naples,"Naples, Italy 4K Walking Tour (2017)",naples-day-walk-2017,,day-walk,"historic-center, world-heritage-site",2017-02-11,2017,,,,https://youtu.be/ljudH28fomA,,40.839883,14.252297,,,,2:00:08,Italy
it-0090,Italy,Campania,Naples,Naples,"Naples, Italy 4K Spanish Quarter Walking Tour (2017)",naples-quartieri-spagnoli-day-walk-2017,naples-quartieri-spagnoli-day-walk-2017,day-walk,"historic-center, world-heritage-site",2017-07-02,2017,,,,https://youtu.be/iY4xoXlrTc8,,40.8412133,14.2486162,,,,0:48:02,Italy
it-0091,Italy,Campania,Naples,Naples,"Naples, Italy 4K Evening Walk (2025)",naples-evening-walk-2025,,evening-walk,"historic-center, world-heritage-site",2025-06-07,2025,,,,https://youtu.be/Cv1zIRhxvHU,https://www.google.com/maps/d/edit?mid=19X3zTqHGmypTqQe4pFLMrD4g3L_4iJw&usp=sharing ,40.8425277,14.2488725,,,,2:15:13,Italy
it-0092,Italy,Campania,Naples,Naples,"Naples, Italy 4K City Walking Tour (2023)",naples-day-walk-2023,,day-walk,"historic-center, world-heritage-site",2023-07-30,2023,,,,https://youtu.be/990AqbKb18c,https://www.google.com/maps/d/edit?mid=1E_nqyiPSRDss1zSiWuRzH2bBrAm3tBU&usp=sharing,40.8472626,14.2457828,,,,5:45:54,Italy
it-0093,Italy,Campania,Naples,Naples,"Naples, Italy 4K Christmas Alley & Historic Center Walking Tour (2020)",naples-historic-center-day-walk-2017,naples-historic-center-day-walk-2017,day-walk,"historic-center, world-heritage-site, christmas-market",2020-12-22,2020,,,,https://youtu.be/5nuZ-0s21Ho,https://www.google.com/maps/d/u/0/edit?mid=1wnfic1AKCA0DqQ9iHv0a8MKjslGNu3I9&usp=sharing,40.8494342,14.2582019,,,,1:45:00,Italy
it-0094,Italy,Campania,Naples,Naples,"Naples, Italy 4K Christmas Markets Walking Tour (2018)",naples-christmas-market-day-walk-2018,naples-christmas-market-day-walk-2018,day-walk,"historic-center, world-heritage-site, christmas-market",2018-12-08,2018,,,,https://youtu.be/DFV7o07zsGQ,,40.8467561,14.251468,,,,1:12:56,Italy
it-0095,Italy,Campania,Naples,Naples,"Naples, Italy 4K Evening Walk (2020)",naples-evening-walk-2020,,evening-walk,"historic-center, world-heritage-site",2020-12-20,2020,,,,https://youtu.be/iQ-8iiJaM0Y,https://www.google.com/maps/d/u/0/edit?mid=1bkgdgraYKeR9g_byrMkWElwW74PsWPCE&usp=sharing,40.8494651,14.2508578,,,,0:52:54,Italy
it-0096,Italy,Campania,Naples,Naples,"Naples, Italy 4K Christmas Markets Walking Tour (2021)",naples-christmas-market-day-walk-2021,naples-christmas-market-day-walk-2021,day-walk,"historic-center, world-heritage-site, christmas-market",2021-12-19,2021,,,,https://youtu.be/QjjBNU88jtk,https://www.google.com/maps/d/u/0/edit?mid=1a0yYV-kJNUEmYWaMf2CjhzGT_PV9sSKz&usp=sharing ,40.848384,14.2548628,,,,2:35:23,Italy
it-0097,Italy,Campania,Naples,Naples,"Naples, Italy 4K Evening Walk (2019)",naples-evening-walk-2019,,evening-walk,"historic-center, world-heritage-site",2019-12-14,2019,,,,https://youtu.be/ekvwB-pMzV4,,40.8427864,14.2489011,,,,0:31:55,Italy
it-0098,Italy,Campania,Naples,Naples,"Naples, Italy 4K Still Scenes Tour (2021)",naples-still-scenes-2021,naples-still-scenes-2021,day-walk,world-heritage-site,2021-02-06,2021,,,,https://youtu.be/SQGnqAysGpk,,40.8298368,14.2473394,,,,0:41:16,Italy
it-0099,Italy,Campania,Naples,Naples,"Naples, Italy 4K Castel dell'Ovo Tour Walking Tour (2019)",naples-castel-dell-ovo-day-walk-2019,naples-castel-dell-ovo-day-walk-2019,day-walk,"waterfront, historic-center, world-heritage-site",2019-07-01,2019,,,,https://youtu.be/Af8lGDOR7FU,https://drive.google.com/open?id=1CJeBD1ceBEVXi1Fx3duEYXVC4CwneZku,40.8317038,14.2511984,,,,0:39:31,Italy
it-0100,Italy,Campania,Naples,Naples,"Naples, Italy 4K Night Tour (2022)",naples-evening-walk-2022,,evening-walk,"historic-center, world-heritage-site",2022-06-03,2022,,,,https://youtu.be/UYO3nLa2zU8,https://www.google.com/maps/d/u/0/edit?mid=19x-62QrHLaOycCH6oDTguXLusB0dgr8&usp=sharing,40.8510553,14.2574063,,,,1:19:02,Italy
it-0101,Italy,Campania,Naples,Naples,"Naples, Italy 4K Pignasecca Market Walking Tour (2019)",naples-pignasecca-market-day-walk-2019,naples-pignasecca-market-day-walk-2019,day-walk,"historic-center, world-heritage-site",2019-10-12,2019,,,,https://youtu.be/J2U9qbk1l8M,,40.8474812,14.2457388,,,,0:59:33,Italy
it-0102,Italy,Campania,Naples,Naples,"Naples, Italy 4K Waterfront Walking Tour (2020)",naples-day-walk-2020,,day-walk,"waterfront, historic-center, world-heritage-site",2020-02-16,2020,,,,https://youtu.be/GK8VQPRnA1s,https://www.google.com/maps/d/u/0/edit?mid=1p1fTMipKxT-yFvOErWccFxfXFsm-Xxei&usp=sharing,40.8262406,14.2215709,,,,1:23:32,Italy
it-0103,Italy,Campania,Naples,Naples,"Naples, Italy 4K Fontanelle Cemetery Walking Tour (2019)",naples-fontanelle-cemetery-day-walk-2019,naples-fontanelle-cemetery-day-walk-2019,day-walk,"historic-center, world-heritage-site",2019-10-29,2019,,,,https://youtu.be/xYmaWdxi_Zs,,40.8588983,14.2386235,,,,0:24:36,Italy
it-0104,Italy,Campania,Naples,Naples,"Naples, Italy 4K Historic Center Walking Tour (2019)",naples-historic-center-day-walk-2019,naples-historic-center-day-walk-2019,day-walk,"historic-center, world-heritage-site",2019-09-21,2019,,,,https://youtu.be/c5Ha5LUiNZY,,40.8501273,14.2603839,,,,1:43:52,Italy
it-0105,Italy,Campania,Naples,Naples,"Naples, Italy 4K 360 VR Tour (2019)",naples-360-tour-2019,,360-tour,world-heritage-site,2019-09-21,2019,,,,https://youtu.be/jJk5e2Gsyy4,,40.8490996,14.2501147,,,,1:00:51,Italy
it-0106,Italy,Campania,Naples,Naples,"Naples, Italy 4K Fish Market 360 VR Tour (2019)",naples-fish-market-360-tour-2019,naples-fish-market-360-tour-2019,360-tour,"waterfront, world-heritage-site",2019-09-07,2019,,,,https://youtu.be/RRPY-2AXHlI,,40.8505914,14.266608,,,,0:23:01,Italy
it-0107,Italy,Campania,Naples,Naples,"Naples, Italy 4K Fish Market Tour Walking Tour (2019)",naples-fish-market-day-walk-2019,naples-fish-market-day-walk-2019,day-walk,"waterfront, historic-center, world-heritage-site",2019-09-21,2019,,,,https://youtu.be/eaet6G10FDo,,40.8503275,14.2670447,,,,0:32:20,Italy
it-0108,Italy,Campania,Naples,Naples,"Naples, Italy 4K Bike Tour (2020)",naples-bike-tour-2020,,bike-tour,"historic-center, world-heritage-site",2020-05-23,2020,,,,https://youtu.be/IHXZnU2bmc8,https://www.google.com/maps/d/u/0/edit?mid=14gZm2Mt6vNX-gweGtClbwnvxEM3OWijN&usp=sharing,40.8153362,14.2075929,,,,1:54:05,Italy
it-0109,Italy,Campania,Naples,Naples,"Naples, Italy 4K Evening Walk (2023)",naples-evening-walk-2023,,evening-walk,"historic-center, world-heritage-site",2023-07-21,2023,,,,https://youtu.be/n3WsdCCjiNo,https://www.google.com/maps/d/edit?mid=1pre8AK2xy__JEbPEFAhJHlmdFzRDuLg&usp=sharing,40.8520473,14.2602001,,,,3:06:06,Italy
it-0110,Italy,Campania,Naples,Naples,"Naples, Italy 4K Waterfront Walking Tour (2019)",naples-waterfront-day-walk-2019,naples-waterfront-day-walk-2019,day-walk,"waterfront, historic-center, world-heritage-site",2019-12-12,2019,,,,https://youtu.be/qPZ2zFErzdE,,40.8231017,14.2193453,,,,2:06:17,Italy
it-0111,Italy,Campania,Naples,Naples,"Naples, Italy 4K Castel Nuovo Walking Tour (2019)",naples-castel-nuovo-day-walk-2019,naples-castel-nuovo-day-walk-2019,day-walk,"waterfront, historic-center, world-heritage-site",2019-10-27,2019,,,,https://youtu.be/o-LJamTt1kQ,,40.8386285,14.2518536,,,,0:17:02,Italy
it-0112,Italy,Campania,Naples,Naples,"Naples, Italy 4K My Favorite Spot Walking Tour",naples-favorite-spot-day-walk-2019,naples-favorite-spot-day-walk-2019,day-walk,"historic-center, world-heritage-site",2019-07-01,2019,,,,https://youtu.be/a7xQwwG0Tnk,,40.8317616,14.2515279,,,,0:03:32,Italy
it-0113,Italy,Campania,Naples,Naples,"Naples, Italy 4K Via Vergini Walking Tour",naples-via-vergini-day-walk-2022,naples-via-vergini-day-walk-2022,day-walk,"historic-center, world-heritage-site",2022-04-16,2022,,,,https://youtu.be/mF1NTzDIfAI,,40.8564718,14.255345,,,,0:18:31,Italy
it-0114,Italy,Campania,Naples,Naples,"Naples, Italy 4K Via dei Tribunali Walking Tour",naples-via-dei-tribunali-day-walk-2022,naples-via-dei-tribunali-day-walk-2022,day-walk,"historic-center, world-heritage-site",2022-04-16,2022,,,,https://youtu.be/FmdDmwEoG50,,40.8516855,14.2592442,,,,1:06:26,Italy
it-0115,Italy,Campania,Paestum,Paestum,"Paestum, Italy 4K Greek Ruins Walking Tour (2019)",paestum-day-walk-2019,,day-walk,"ancient-site, archaeological-site, world-heritage-site",2019-03-23,2019,,,,https://youtu.be/D9Fod_S9Ruo,https://drive.google.com/open?id=1GVxv2J6yeTWVSYIuzn06Tt0WO6OtOe_T,40.4237105,15.0063824,,,,1:08:13,Italy
it-0116,Italy,Campania,Paestum,Paestum,"Paestum, Italy 4K Greek Ruins Walking Tour (2017)",paestum-day-walk-2017,,day-walk,"ancient-site, archaeological-site, world-heritage-site",2017-08-29,2017,,,,https://youtu.be/-jfLIQa2IYI,,40.4239432,15.0060375,,,,0:58:45,Italy
it-0117,Italy,Campania,Bomerano,Path of the Gods,"Path of the Gods, Italy 4K East to West Hike (2017)",path-of-the-gods-hike-east-to-west-hike-2017,path-of-the-gods-hike-east-to-west-hike-2017,hike,coastal,2017-07-01,2017,,,,https://youtu.be/Ka0sobyX2nA,,40.625117,14.5348597,,,,1:06:59,Italy
it-0118,Italy,Campania,Bomerano,Path of the Gods,"Path of the Gods, Italy 4K West to East Hike (2017)",path-of-the-gods-hike-west-to-east-hike-2017,path-of-the-gods-hike-west-to-east-hike-2017,hike,coastal,2017-07-01,2017,,,,https://youtu.be/ZkLXPYrgGtg,,40.6284616,14.5031697,,,,1:07:13,Italy
it-0119,Italy,Campania,Bomerano,Path of the Gods,"Path of the Gods, Italy 4K Hike (2019)",path-of-the-gods-hike-2019,path-of-the-gods-hike-2019,hike,coastal,2019-06-27,2019,,,,https://youtu.be/b0zbifs2gRM,https://drive.google.com/open?id=1p2zCNeYajfDiJL7YnUKjV9310wxFe3Q6,40.625086,14.5351017,,,,1:22:30,Italy
it-0120,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Walking Tour (2017)",pompeii-day-walk-2017,pompeii-day-walk-2017,day-walk,"ancient-site, archaeological-site, world-heritage-site",,,,,,https://youtu.be/WibCDj_H2xY,,40.7483049,14.4820754,,,,2:04:13,Italy
it-0121,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K 360 VR Tour (2020)",pompeii-360-tour-2020,,360-tour,"ancient-site, archaeological-site, world-heritage-site",2020-02-08,2020,,,,https://youtu.be/d4flx14q5OE,,40.7490132,14.4847643,,,,1:57:16,Italy
it-0122,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Bread Oven 360 (2020)",pompeii-bread-oven-360-tour-2020,pompeii-bread-oven-360-tour-2020,360-tour,"ancient-site, archaeological-site, world-heritage-site",,,,,,https://youtu.be/8xpRFpdznvk,,40.7499224,14.4883383,,,,0:01:00,Italy
it-0123,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Walking Tour (Part 1) (2017)",pompeii-part-1-day-walk-2017,pompeii-part-1-day-walk-2017,day-walk,"ancient-site, archaeological-site, world-heritage-site",2017-11-04,2017,,,,https://youtu.be/gaJPcKLyXLQ,,40.7481261,14.4819833,,,,0:18:13,Italy
it-0124,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Walking Tour (Part 2)",pompeii-part-2-day-walk-2017,pompeii-part-2-day-walk-2017,day-walk,"ancient-site, archaeological-site, world-heritage-site",,,,,,https://youtu.be/SoXIbF4etSw,,40.7500958,14.4843993,,,,0:22:25,Italy
it-0125,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Walking Tour (Part 3) (2017)",pompeii-part-3-day-walk-2017,pompeii-part-3-day-walk-2017,day-walk,"ancient-site, archaeological-site, world-heritage-site",2017-11-04,2017,,,,https://youtu.be/tMvnWHvHLrs,,40.7514358,14.4837111,,,,0:23:40,Italy
it-0126,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Walking Tour (Part 4)",pompeii-part-4-day-walk-2017,pompeii-part-4-day-walk-2017,day-walk,"ancient-site, archaeological-site, world-heritage-site",,,,,,https://youtu.be/9gfhCXa7E30,,40.7506937,14.4836988,,,,0:21:36,Italy
it-0127,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Walking Tour (Part 5) (2017)",pompeii-part-5-day-walk-2017,pompeii-part-5-day-walk-2017,day-walk,"ancient-site, archaeological-site, world-heritage-site",2017-11-04,2017,,,,https://youtu.be/KJF_0-ihALs,,40.7531974,14.4842577,,,,0:20:09,Italy
it-0128,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Walking Tour (Part 6) (2017)",pompeii-part-6-day-walk-2017,pompeii-part-6-day-walk-2017,day-walk,"ancient-site, archaeological-site, world-heritage-site",2017-11-04,2017,,,,https://youtu.be/91kdMglbv78,,40.7504087,14.4855545,,,,0:23:12,Italy
it-0129,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Walking Tour (2020)",pompeii-day-walk-2020,,day-walk,"ancient-site, archaeological-site, world-heritage-site",2020-02-08,2020,,,,https://youtu.be/sUYJ8LbF1Ys,https://www.google.com/maps/d/edit?mid=1isB1PVq4ZVf4Q6lao7jKCghonCqbaJm3&usp=sharing ,40.7482286,14.4818762,,,,5:13:51,Italy
it-0130,Italy,Campania,Pompeii,Pompeii,"Pompeii, Italy 4K Walking Tour (2021)",pompeii-day-walk-2021,,day-walk,"ancient-site, archaeological-site, world-heritage-site",2021-02-19,2021,,,,https://youtu.be/9L1jrC2-BTE,https://www.google.com/maps/d/edit?mid=1QYF_qw3YKr-srPhaxL-4d1nAVt9hX7g&usp=sharing,40.7491875,14.495506,,,,3:11:50,Italy
it-0131,Italy,Campania,Positano,Positano,"Positano, Italy 4K Walking Tour (2018)",positano-day-walk-may-2018,positano-day-walk-may-2018,day-walk,"coastal, world-heritage-site",2018-05-12,2018,,,,https://youtu.be/uj2OCe-4XC0,https://www.google.com/maps/d/u/0/edit?mid=1JVkdJW1TNPNAWtL1NAa-bf3rSQQWUQCs&usp=sharing,40.6277214,14.4903763,,,,0:34:16,Italy
it-0132,Italy,Campania,Positano,Positano,"Positano, Italy 4K Walking Tour (2018)",positano-day-walk-september-2018,positano-day-walk-september-2018,day-walk,"coastal, world-heritage-site",2018-09-22,2018,,,,https://youtu.be/lpo62RjldVA,https://www.google.com/maps/d/u/0/edit?mid=1hPFve1VSzvmowHWltlOGh2tX6ZcmXEyu&usp=sharing ,40.6298433,14.4814477,,,,2:25:25,Italy
it-0133,Italy,Campania,Positano,Positano,"Positano, Italy 4K Walking Tour (2019)",positano-day-walk-2019,,day-walk,"coastal, world-heritage-site",2019-09-14,2019,,,,https://youtu.be/lPtzAPFsdls,,40.6276226,14.4909771,,,,0:38:25,Italy
it-0134,Italy,Campania,Positano,Positano,"Positano, Italy 4K 360 Tour (2019)",positano-360-tour-2019,,360-tour,"coastal, world-heritage-site",2019-09-14,2019,,,,https://youtu.be/FZL0ynym3DI,,40.6274608,14.4891344,,,,0:51:25,Italy
it-0135,Italy,Campania,Positano,Positano,"Positano, Italy 4K Walking Tour (2020)",positano-day-walk-2020,,day-walk,"coastal, world-heritage-site",2020-09-12,2020,,,,https://youtu.be/5WICzbKzc-8,https://www.google.com/maps/d/u/0/edit?mid=1CVvDwXCLAeZreaJseOIUgDbWQu6SwFkI&usp=sharing,40.6276389,14.4906284,,,,0:47:18,Italy
it-0136,Italy,Campania,Positano,Positano,"Positano, Italy 4K Night Tour (2021)",positano-evening-walk-2021,,evening-walk,"coastal, world-heritage-site",2021-06-13,2021,,,,https://youtu.be/gao2K_RfK8E,https://www.google.com/maps/d/u/0/edit?mid=1vEGk_lZOt17WG6u8A2gu_hKKKMv2COhs&usp=sharing ,40.6282018,14.4803813,,,,1:11:16,Italy
it-0137,Italy,Campania,Positano,Positano,"Positano, Italy 4K Walking Tour (2022)",positano-day-walk-2022,,day-walk,"coastal, world-heritage-site",2022-06-17,2022,,,,https://youtu.be/7EqByO1NDBE,https://www.google.com/maps/d/edit?mid=1OV9RYFZhRAnPPkWQdDKVWkQ5XHIn9Io&usp=sharing,40.6298783,14.4815202,,,,2:44:46,Italy
it-0138,Italy,Campania,Positano,Positano,"Positano, Italy 4K Evening Walk (2022)",positano-evening-walk-2022,,evening-walk,"coastal, world-heritage-site",2022-06-25,2022,,,,https://youtu.be/KcYDl5mB9rs,https://www.google.com/maps/d/edit?mid=1_Zq59N76V-x0Ika8AZsvKDgBzOI5LTc&usp=sharing,40.6282435,14.4802807,,,,1:27:29,Italy
it-0139,Italy,Campania,Positano,Positano,"Positano, Italy 4K Morning Walk Walking Tour (2023)",positano-day-walk-2023,,day-walk,"coastal, world-heritage-site",2023-07-03,2023,,,,https://youtu.be/TZVDBq_UAr0,https://www.google.com/maps/d/edit?mid=18HnJWAud0dIxlVfGZzvwQnjM5y9Q-FU&usp=sharing,40.6280577,14.4894142,,,,2:22:19,Italy
it-0140,Italy,Campania,Positano,Positano,"Positano, Italy 4K Evening Walk (2023)",positano-evening-walk-july-1-2023,positano-evening-walk-july-1-2023,evening-walk,"coastal, world-heritage-site",2023-07-01,2023,,,,https://youtu.be/aQN3cwxhtpg,https://www.google.com/maps/d/edit?mid=13bV-Jq3ajdbY4A4CZzzkCHRmt4iCBQk&usp=sharing,40.6281204,14.4892303,,,,1:05:22,Italy
it-0141,Italy,Campania,Positano,Positano,"Positano, Italy 4K Evening Walk (2023)",positano-evening-walk-july-2-2023,positano-evening-walk-july-2-2023,evening-walk,"coastal, world-heritage-site",2023-07-02,2023,,,,https://youtu.be/flDVOPfrVjE,https://www.google.com/maps/d/edit?mid=1PBpXGiZ4LILO9nuc5Y-cx2B6PHNzVt8&usp=sharing,40.6282739,14.4803788,,,,1:36:02,Italy
it-0142,Italy,Campania,Positano,Positano,"Positano, Italy 4K Drone Tour",positano-drone-tour,positano-drone-tour,drone-tour,"coastal, world-heritage-site",,,,,,https://youtu.be/-9WtKS_FRUg,,40.6268852,14.4880032,,,,0:02:39,Italy
it-0143,Italy,Campania,Pozzuoli,Pozzuoli,"Pozzuoli, Italy 4K Walking Tour (2017)",pozzuoli-day-walk-2017,,day-walk,coastal,2017-09-30,2017,,,,https://youtu.be/yb1a5bXSlTo,,40.8261015,14.1212494,,,,1:05:15,Italy
it-0144,Italy,Campania,Pozzuoli,Pozzuoli,"Pozzuoli, Italy 4K Roman Amphitheater Walking Tour (2017)",pozzuoli-anfiteatro-flavio-neroniano-day-walk-2017,pozzuoli-anfiteatro-flavio-neroniano-day-walk-2017,day-walk,"coastal, ancient-site, roman-ruins, archaeological-site, amphitheater",2017-09-09,2017,,,,https://youtu.be/JUjvzHBUoGc,,40.8265368,14.1243187,,,,0:22:53,Italy
it-0145,Italy,Campania,Pozzuoli,Pozzuoli,"Pozzuoli, Italy 4K Lago d'Averno (Lake Avernus) Walking Tour (2020)",pozzuoli-day-walk-2020,,day-walk,coastal,2020-05-22,2020,,,,https://youtu.be/_58yvUyiYxc,https://www.google.com/maps/d/u/0/edit?mid=1ejwumu6q5dowlrXq8kFIig7TEAFzJYuT&usp=sharing,40.8361507,14.0790719,,,,0:33:59,Italy
it-0146,Italy,Campania,Pozzuoli,Pozzuoli,"Pozzuoli, Italy 4K Driving Tour",pozzuoli-drive-tour-2021,,drive-tour,coastal,2021-03-30,2021,,,,https://youtu.be/yiexGt3P-XM,,40.8256982,14.1197309,,,,0:44:05,Italy
it-0147,Italy,Campania,Pozzuoli,Pozzuoli,"Pozzuoli, Italy 4K Drone Tour",pozzuoli-drone-tour,pozzuoli-drone-tour,drone-tour,coastal,,,,,,https://youtu.be/vxkaEEUV1xI,,40.8230816,14.1200965,,,,0:02:16,Italy
it-0148,Italy,Campania,Procida,Procida,"Procida, Italy 4K Bike Tour (2020)",procida-bike-tour-2020,,bike-tour,"coastal, island",2020-05-31,2020,,,,https://youtu.be/_gcrpo8qBx8,https://www.google.com/maps/d/u/0/edit?mid=1XOF2L559gvhomB_3YxKomGwE6QhEIo5n&usp=sharing,40.7679249,14.0321814,,,,1:32:35,Italy
it-0149,Italy,Campania,Procida,Procida,"Procida, Italy 4K Island Walking Tour (2017)",procida-day-walk-2017,,day-walk,"coastal, island",2017-08-17,2017,,,,https://youtu.be/YklUi-ux6IA,,40.7690271,14.0269197,,,,1:58:15,Italy
it-0150,Italy,Campania,Procida,Procida,"Procida, Italy 4K Island Walking Tour (2019)",procida-day-walk-2019,,day-walk,"coastal, island",2019-06-23,2019,,,,https://youtu.be/3ewiolpn-JQ,https://www.google.com/maps/d/u/0/edit?mid=1wBvM-tWqSh7zAZjdVwUyWejHl_1FXIVH&usp=sharing,40.7656359,14.0280606,,,,1:40:22,Italy
it-0151,Italy,Campania,Procida,Procida,"Procida, Italy 4K Walking Tour (2023)",procida-day-walk-2023,,day-walk,"coastal, island",2023-07-18,2023,,,,https://youtu.be/6_QA7lBJhiE,https://www.google.com/maps/d/edit?mid=1BMjU_Nd4Ddo5ZJXKrJ4bQrLOGY9szLs&usp=sharing ,40.7656643,14.0274664,,,,2:09:11,Italy
it-0152,Italy,Campania,Ravello,Ravello,"Ravello, Italy 4K Walking Tour (2019)",ravello-day-walk-2019,,day-walk,"coastal, historic-center, old-town, world-heritage-site",2019-10-19,2019,,,,https://youtu.be/EGugufam8p4,https://www.google.com/maps/d/u/0/edit?mid=1fSfXThZaERDIt7a4tnlipcKO-sYMYsA&usp=sharing,40.6502302,14.6110363,,,,1:17:49,Italy
it-0153,Italy,Campania,Ravello,Ravello,"Ravello, Italy 4K Walking Tour (2025)",ravello-day-walk-2025,,day-walk,"coastal, historic-center, old-town, world-heritage-site",2025-06-09,2025,,,,https://youtu.be/c4LaDLiPb6c,https://www.google.com/maps/d/u/0/edit?mid=1rZmjJMIv1HNKKYU7fMXyNl6lDOIlsvw&usp=sharing,40.6503191,14.610982,,,,2:38:56,Italy
it-0154,Italy,Campania,Sant'Agata de Goti,Sant'Agata de Goti,"Sant'Agata de Goti, Italy 4K Walking Tour (2017)",sant-agata-de-goti-day-walk-2017,,day-walk,"historic-center, old-town",2017-06-10,2017,,,,https://youtu.be/ba7riTFW8d8,,41.0891372,14.5023562,,,,0:27:29,Italy
it-0155,Italy,Campania,Sorrento,Sorrento,"Sorrento, Italy 4K Walking Tour (2018) ",sorrento-day-walk-2018,,day-walk,"coastal, historic-center",2018-05-19,2018,,,,https://youtu.be/7iwc-T0ZR0k,,40.6264286,14.3759368,,,,1:39:34,Italy
it-0156,Italy,Campania,Sorrento,Sorrento,"Sorrento, Italy 4K Walking Tour (2018) with Captions",sorrento-day-walk-with-captions-2018,sorrento-day-walk-with-captions-2018,day-walk,"coastal, historic-center",2018-05-19,2018,,,,https://youtu.be/TzjxFCqT-40,,40.6264091,14.3757826,,,,1:39:34,Italy
